County,MSA,Median,FamilySize,VeryLow,ExtremelyLow,Low,Year
CROWLEY,"CROWLEY COUNTY, CO",62800,4,43500,30000,69600,2023
CROWLEY,"CROWLEY COUNTY, CO",62800,5,47000,35140,75200,2023
CROWLEY,"CROWLEY COUNTY, CO",62800,6,50500,40280,80750,2023
CROWLEY,"CROWLEY COUNTY, CO",62800,7,53950,45420,86350,2023
CROWLEY,"CROWLEY COUNTY, CO",62800,8,57450,50560,91900,2023
CUSTER,"CUSTER COUNTY, CO",79700,1,30450,18300,48750,2023
CUSTER,"CUSTER COUNTY, CO",79700,2,34800,20900,55700,2023
CUSTER,"CUSTER COUNTY, CO",79700,3,39150,24860,62650,2023
CUSTER,"CUSTER COUNTY, CO",79700,4,43500,30000,69600,2023
CUSTER,"CUSTER COUNTY, CO",79700,5,47000,35140,75200,2023
CUSTER,"CUSTER COUNTY, CO",79700,6,50500,40280,80750,2023
CUSTER,"CUSTER COUNTY, CO",79700,7,53950,45420,86350,2023
CUSTER,"CUSTER COUNTY, CO",79700,8,57450,50560,91900,2023
DELTA,"DELTA COUNTY, CO",75900,1,30450,18300,48750,2023
DELTA,"DELTA COUNTY, CO",75900,2,34800,20900,55700,2023
DELTA,"DELTA COUNTY, CO",75900,3,39150,24860,62650,2023
DELTA,"DELTA COUNTY, CO",75900,4,43500,30000,69600,2023
DELTA,"DELTA COUNTY, CO",75900,5,47000,35140,75200,2023
DELTA,"DELTA COUNTY, CO",75900,6,50500,40280,80750,2023
DELTA,"DELTA COUNTY, CO",75900,7,53950,45420,86350,2023
DELTA,"DELTA COUNTY, CO",75900,8,57450,50560,91900,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,1,43450,26100,66300,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,2,49650,29800,75750,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,3,55850,33550,85200,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,4,62050,37250,94650,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,5,67050,40250,102250,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,6,72000,43250,109800,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,7,76950,46200,117400,2023
DENVER,"DENVER-AURORA-LAKEWOOD, CO",125500,8,81950,50560,124950,2023
DOLORES,"DOLORES COUNTY, CO",85900,1,30450,18300,48750,2023
DOLORES,"DOLORES COUNTY, CO",85900,2,34800,20900,55700,2023
DOLORES,"DOLORES COUNTY, CO",85900,3,39150,24860,62650,2023
DOLORES,"DOLORES COUNTY, CO",85900,4,43500,30000,69600,2023
DOLORES,"DOLORES COUNTY, CO",85900,5,47000,35140,75200,2023
DOLORES,"DOLORES COUNTY, CO",85900,6,50500,40280,80750,2023
DOLORES,"DOLORES COUNTY, CO",85900,7,53950,45420,86350,2023
DOLORES,"DOLORES COUNTY, CO",85900,8,57450,50560,91900,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,1,43450,26100,66300,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,2,49650,29800,75750,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,3,55850,33550,85200,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,4,62050,37250,94650,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,5,67050,40250,102250,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,6,72000,43250,109800,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,7,76950,46200,117400,2023
DOUGLAS,"DENVER-AURORA-LAKEWOOD, CO",125500,8,81950,50560,124950,2023
EAGLE,"EAGLE COUNTY, CO",117800,1,41450,24850,66300,2023
EAGLE,"EAGLE COUNTY, CO",117800,2,47350,28400,75750,2023
EAGLE,"EAGLE COUNTY, CO",117800,3,53250,31950,85200,2023
EAGLE,"EAGLE COUNTY, CO",117800,4,59150,35500,94650,2023
EAGLE,"EAGLE COUNTY, CO",117800,5,63900,38350,102250,2023
EAGLE,"EAGLE COUNTY, CO",117800,6,68650,41200,109800,2023
EAGLE,"EAGLE COUNTY, CO",117800,7,73350,45420,117400,2023
EAGLE,"EAGLE COUNTY, CO",117800,8,78100,50560,124950,2023
EL PASO,"COLORADO SPRINGS, CO",105100,1,34150,20500,54600,2023
EL PASO,"COLORADO SPRINGS, CO",105100,2,39000,23400,62400,2023
EL PASO,"COLORADO SPRINGS, CO",105100,3,43900,26350,70200,2023
EL PASO,"COLORADO SPRINGS, CO",105100,4,48750,30000,78000,2023
EL PASO,"COLORADO SPRINGS, CO",105100,5,52650,35140,84250,2023
EL PASO,"COLORADO SPRINGS, CO",105100,6,56550,40280,90500,2023
EL PASO,"COLORADO SPRINGS, CO",105100,7,60450,45420,96750,2023
EL PASO,"COLORADO SPRINGS, CO",105100,8,64350,50560,103000,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,1,43450,26100,66300,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,2,49650,29800,75750,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,3,55850,33550,85200,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,4,62050,37250,94650,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,5,67050,40250,102250,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,6,72000,43250,109800,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,7,76950,46200,117400,2023
ELBERT,"DENVER-AURORA-LAKEWOOD, CO",125500,8,81950,50560,124950,2023
FREMONT,"FREMONT COUNTY, CO",78100,1,30450,18300,48750,2023
FREMONT,"FREMONT COUNTY, CO",78100,2,34800,20900,55700,2023
FREMONT,"FREMONT COUNTY, CO",78100,3,39150,24860,62650,2023
FREMONT,"FREMONT COUNTY, CO",78100,4,43500,30000,69600,2023
FREMONT,"FREMONT COUNTY, CO",78100,5,47000,35140,75200,2023
FREMONT,"FREMONT COUNTY, CO",78100,6,50500,40280,80750,2023
FREMONT,"FREMONT COUNTY, CO",78100,7,53950,45420,86350,2023
FREMONT,"FREMONT COUNTY, CO",78100,8,57450,50560,91900,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,1,34750,20850,55550,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,2,39700,23800,63500,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,3,44650,26800,71450,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,4,49600,30000,79350,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,5,53600,35140,85700,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,6,57550,40280,92050,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,7,61550,45420,98400,2023
GARFIELD,"GARFIELD COUNTY, CO",99200,8,65500,50560,104750,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,1,43450,26100,66300,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,2,49650,29800,75750,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,3,55850,33550,85200,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,4,62050,37250,94650,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,5,67050,40250,102250,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,6,72000,43250,109800,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,7,76950,46200,117400,2023
GILPIN,"DENVER-AURORA-LAKEWOOD, CO",125500,8,81950,50560,124950,2023
GRAND,"GRAND COUNTY, CO",103700,1,32700,19600,52300,2023
GRAND,"GRAND COUNTY, CO",103700,2,37350,22400,59750,2023
GRAND,"GRAND COUNTY, CO",103700,3,42000,25200,67200,2023
GRAND,"GRAND COUNTY, CO",103700,4,46650,30000,74650,2023
GRAND,"GRAND COUNTY, CO",103700,5,50400,35140,80650,2023
GRAND,"GRAND COUNTY, CO",103700,6,54150,40280,86600,2023
GRAND,"GRAND COUNTY, CO",103700,7,57850,45420,92600,2023
GRAND,"GRAND COUNTY, CO",103700,8,61600,50560,98550,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,1,32800,19700,52500,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,2,37500,22500,60000,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,3,42200,25300,67500,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,4,46850,30000,74950,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,5,50600,35140,80950,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,6,54350,40280,86950,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,7,58100,45420,92950,2023
GUNNISON,"GUNNISON COUNTY, CO",100000,8,61850,50560,98950,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,1,30450,18300,48750,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,2,34800,20900,55700,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,3,39150,24860,62650,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,4,43500,30000,69600,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,5,47000,35140,75200,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,6,50500,40280,80750,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,7,53950,45420,86350,2023
HINSDALE,"HINSDALE COUNTY, CO",71800,8,57450,50560,91900,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,1,30450,18300,48750,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,2,34800,20900,55700,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,3,39150,24860,62650,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,4,43500,30000,69600,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,5,47000,35140,75200,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,6,50500,40280,80750,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,7,53950,45420,86350,2023
HUERFANO,"HUERFANO COUNTY, CO",67300,8,57450,50560,91900,2023
JACKSON,"JACKSON COUNTY, CO",72300,1,30450,18300,48750,2023
JACKSON,"JACKSON COUNTY, CO",72300,2,34800,20900,55700,2023
JACKSON,"JACKSON COUNTY, CO",72300,3,39150,24860,62650,2023
JACKSON,"JACKSON COUNTY, CO",72300,4,43500,30000,69600,2023
JACKSON,"JACKSON COUNTY, CO",72300,5,47000,35140,75200,2023
JACKSON,"JACKSON COUNTY, CO",72300,6,50500,40280,80750,2023
JACKSON,"JACKSON COUNTY, CO",72300,7,53950,45420,86350,2023
JACKSON,"JACKSON COUNTY, CO",72300,8,57450,50560,91900,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,1,43450,26100,66300,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,2,49650,29800,75750,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,3,55850,33550,85200,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,4,62050,37250,94650,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,5,67050,40250,102250,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,6,72000,43250,109800,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,7,76950,46200,117400,2023
JEFFERSON,"DENVER-AURORA-LAKEWOOD, CO",125500,8,81950,50560,124950,2023
KIOWA,"KIOWA COUNTY, CO",65600,1,30450,18300,48750,2023
KIOWA,"KIOWA COUNTY, CO",65600,2,34800,20900,55700,2023
KIOWA,"KIOWA COUNTY, CO",65600,3,39150,24860,62650,2023
KIOWA,"KIOWA COUNTY, CO",65600,4,43500,30000,69600,2023
KIOWA,"KIOWA COUNTY, CO",65600,5,47000,35140,75200,2023
KIOWA,"KIOWA COUNTY, CO",65600,6,50500,40280,80750,2023
KIOWA,"KIOWA COUNTY, CO",65600,7,53950,45420,86350,2023
KIOWA,"KIOWA COUNTY, CO",65600,8,57450,50560,91900,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,1,30450,18300,48750,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,2,34800,20900,55700,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,3,39150,24860,62650,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,4,43500,30000,69600,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,5,47000,35140,75200,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,6,50500,40280,80750,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,7,53950,45420,86350,2023
KIT CARSON,"KIT CARSON COUNTY, CO",78700,8,57450,50560,91900,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,1,36400,21850,58150,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,2,41600,24950,66450,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,3,46800,28050,74750,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,4,51950,31150,83050,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,5,56150,35140,89700,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,6,60300,40280,96350,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,7,64450,45420,103000,2023
LA PLATA,"LA PLATA COUNTY, CO",104700,8,68600,50560,109650,2023
LAKE,"LAKE COUNTY, CO",89800,1,30450,18300,48750,2023
LAKE,"LAKE COUNTY, CO",89800,2,34800,20900,55700,2023
LAKE,"LAKE COUNTY, CO",89800,3,39150,24860,62650,2023
LAKE,"LAKE COUNTY, CO",89800,4,43500,30000,69600,2023
LAKE,"LAKE COUNTY, CO",89800,5,47000,35140,75200,2023
LAKE,"LAKE COUNTY, CO",89800,6,50500,40280,80750,2023
LAKE,"LAKE COUNTY, CO",89800,7,53950,45420,86350,2023
LAKE,"LAKE COUNTY, CO",89800,8,57450,50560,91900,2023
LARIMER,"FORT COLLINS, CO",118700,1,39800,23900,63600,2023
LARIMER,"FORT COLLINS, CO",118700,2,45450,27300,72700,2023
LARIMER,"FORT COLLINS, CO",118700,3,51150,30700,81800,2023
LARIMER,"FORT COLLINS, CO",118700,4,56800,34100,90850,2023
LARIMER,"FORT COLLINS, CO",118700,5,61350,36850,98150,2023
LARIMER,"FORT COLLINS, CO",118700,6,65900,40280,105400,2023
LARIMER,"FORT COLLINS, CO",118700,7,70450,45420,112700,2023
LARIMER,"FORT COLLINS, CO",118700,8,75000,50560,119950,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,1,30450,18300,48750,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,2,34800,20900,55700,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,3,39150,24860,62650,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,4,43500,30000,69600,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,5,47000,35140,75200,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,6,50500,40280,80750,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,7,53950,45420,86350,2023
LAS ANIMAS,"LAS ANIMAS COUNTY, CO",66800,8,57450,50560,91900,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,1,30450,18300,48750,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,2,34800,20900,55700,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,3,39150,24860,62650,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,4,43500,30000,69600,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,5,47000,35140,75200,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,6,50500,40280,80750,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,7,53950,45420,86350,2023
LINCOLN,"LINCOLN COUNTY, CO",83700,8,57450,50560,91900,2023
LOGAN,"LOGAN COUNTY, CO",82500,1,30450,18300,48750,2023
LOGAN,"LOGAN COUNTY, CO",82500,2,34800,20900,55700,2023
LOGAN,"LOGAN COUNTY, CO",82500,3,39150,24860,62650,2023
LOGAN,"LOGAN COUNTY, CO",82500,4,43500,30000,69600,2023
LOGAN,"LOGAN COUNTY, CO",82500,5,47000,35140,75200,2023
LOGAN,"LOGAN COUNTY, CO",82500,6,50500,40280,80750,2023
LOGAN,"LOGAN COUNTY, CO",82500,7,53950,45420,86350,2023
LOGAN,"LOGAN COUNTY, CO",82500,8,57450,50560,91900,2023
MESA,"GRAND JUNCTION, CO",91600,1,30450,18300,48750,2023
MESA,"GRAND JUNCTION, CO",91600,2,34800,20900,55700,2023
MESA,"GRAND JUNCTION, CO",91600,3,39150,24860,62650,2023
MESA,"GRAND JUNCTION, CO",91600,4,43500,30000,69600,2023
MESA,"GRAND JUNCTION, CO",91600,5,47000,35140,75200,2023
MESA,"GRAND JUNCTION, CO",91600,6,50500,40280,80750,2023
MESA,"GRAND JUNCTION, CO",91600,7,53950,45420,86350,2023
MESA,"GRAND JUNCTION, CO",91600,8,57450,50560,91900,2023
MINERAL,"MINERAL COUNTY, CO",76700,1,30450,18300,48750,2023
MINERAL,"MINERAL COUNTY, CO",76700,2,34800,20900,55700,2023
MINERAL,"MINERAL COUNTY, CO",76700,3,39150,24860,62650,2023
MINERAL,"MINERAL COUNTY, CO",76700,4,43500,30000,69600,2023
MINERAL,"MINERAL COUNTY, CO",76700,5,47000,35140,75200,2023
MINERAL,"MINERAL COUNTY, CO",76700,6,50500,40280,80750,2023
MINERAL,"MINERAL COUNTY, CO",76700,7,53950,45420,86350,2023
MINERAL,"MINERAL COUNTY, CO",76700,8,57450,50560,91900,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,1,30450,18300,48750,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,2,34800,20900,55700,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,3,39150,24860,62650,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,4,43500,30000,69600,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,5,47000,35140,75200,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,6,50500,40280,80750,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,7,53950,45420,86350,2023
MOFFAT,"MOFFAT COUNTY, CO",81400,8,57450,50560,91900,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,1,30450,18300,48750,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,2,34800,20900,55700,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,3,39150,24860,62650,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,4,43500,30000,69600,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,5,47000,35140,75200,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,6,50500,40280,80750,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,7,53950,45420,86350,2023
MONTEZUMA,"MONTEZUMA COUNTY, CO",76500,8,57450,50560,91900,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,1,30450,18300,48750,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,2,34800,20900,55700,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,3,39150,24860,62650,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,4,43500,30000,69600,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,5,47000,35140,75200,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,6,50500,40280,80750,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,7,53950,45420,86350,2023
MONTROSE,"MONTROSE COUNTY, CO",81300,8,57450,50560,91900,2023
MORGAN,"MORGAN COUNTY, CO",80800,1,30450,18300,48750,2023
MORGAN,"MORGAN COUNTY, CO",80800,2,34800,20900,55700,2023
MORGAN,"MORGAN COUNTY, CO",80800,3,39150,24860,62650,2023
MORGAN,"MORGAN COUNTY, CO",80800,4,43500,30000,69600,2023
MORGAN,"MORGAN COUNTY, CO",80800,5,47000,35140,75200,2023
MORGAN,"MORGAN COUNTY, CO",80800,6,50500,40280,80750,2023
MORGAN,"MORGAN COUNTY, CO",80800,7,53950,45420,86350,2023
MORGAN,"MORGAN COUNTY, CO",80800,8,57450,50560,91900,2023
OTERO,"OTERO COUNTY, CO",65800,1,30450,18300,48750,2023
OTERO,"OTERO COUNTY, CO",65800,2,34800,20900,55700,2023
OTERO,"OTERO COUNTY, CO",65800,3,39150,24860,62650,2023
OTERO,"OTERO COUNTY, CO",65800,4,43500,30000,69600,2023
OTERO,"OTERO COUNTY, CO",65800,5,47000,35140,75200,2023
OTERO,"OTERO COUNTY, CO",65800,6,50500,40280,80750,2023
OTERO,"OTERO COUNTY, CO",65800,7,53950,45420,86350,2023
OTERO,"OTERO COUNTY, CO",65800,8,57450,50560,91900,2023
OURAY,"OURAY COUNTY, CO",89100,1,32600,19600,52150,2023
OURAY,"OURAY COUNTY, CO",89100,2,37250,22400,59600,2023
OURAY,"OURAY COUNTY, CO",89100,3,41900,25200,67050,2023
OURAY,"OURAY COUNTY, CO",89100,4,46550,30000,74500,2023
OURAY,"OURAY COUNTY, CO",89100,5,50300,35140,80500,2023
OURAY,"OURAY COUNTY, CO",89100,6,54000,40280,86450,2023
OURAY,"OURAY COUNTY, CO",89100,7,57750,45420,92400,2023
OURAY,"OURAY COUNTY, CO",89100,8,61450,50560,98350,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,1,43450,26100,66300,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,2,49650,29800,75750,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,3,55850,33550,85200,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,4,62050,37250,94650,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,5,67050,40250,102250,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,6,72000,43250,109800,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,7,76950,46200,117400,2023
PARK,"DENVER-AURORA-LAKEWOOD, CO",125500,8,81950,50560,124950,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,1,30450,18300,48750,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,2,34800,20900,55700,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,3,39150,24860,62650,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,4,43500,30000,69600,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,5,47000,35140,75200,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,6,50500,40280,80750,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,7,53950,45420,86350,2023
PHILLIPS,"PHILLIPS COUNTY, CO",71800,8,57450,50560,91900,2023
PITKIN,"PITKIN COUNTY, CO",136000,1,40050,24050,64050,2023
PITKIN,"PITKIN COUNTY, CO",136000,2,45750,27450,73200,2023
PITKIN,"PITKIN COUNTY, CO",136000,3,51450,30900,82350,2023
PITKIN,"PITKIN COUNTY, CO",136000,4,57150,34300,91450,2023
PITKIN,"PITKIN COUNTY, CO",136000,5,61750,37050,98800,2023
PITKIN,"PITKIN COUNTY, CO",136000,6,66300,40280,106100,2023
PITKIN,"PITKIN COUNTY, CO",136000,7,70900,45420,113400,2023
PITKIN,"PITKIN COUNTY, CO",136000,8,75450,50560,120750,2023
PROWERS,"PROWERS COUNTY, CO",62900,1,30450,18300,48750,2023
PROWERS,"PROWERS COUNTY, CO",62900,2,34800,20900,55700,2023
PROWERS,"PROWERS COUNTY, CO",62900,3,39150,24860,62650,2023
PROWERS,"PROWERS COUNTY, CO",62900,4,43500,30000,69600,2023
PROWERS,"PROWERS COUNTY, CO",62900,5,47000,35140,75200,2023
PROWERS,"PROWERS COUNTY, CO",62900,6,50500,40280,80750,2023
PROWERS,"PROWERS COUNTY, CO",62900,7,53950,45420,86350,2023
PROWERS,"PROWERS COUNTY, CO",62900,8,57450,50560,91900,2023
PUEBLO,"PUEBLO, CO",82700,1,30450,18300,48750,2023
