County,MSA,Median,FamilySize,VeryLow,ExtremelyLow,Low,Year
NAUGATUCK TOWN (NEW HAVEN),"WATERBURY, CT",101100,4,57350,34400,91750,2023
NAUGATUCK TOWN (NEW HAVEN),"WATERBURY, CT",101100,5,61950,37200,99100,2023
NAUGATUCK TOWN (NEW HAVEN),"WATERBURY, CT",101100,6,66550,40280,106450,2023
NAUGATUCK TOWN (NEW HAVEN),"WATERBURY, CT",101100,7,71150,45420,113800,2023
NAUGATUCK TOWN (NEW HAVEN),"WATERBURY, CT",101100,8,75750,50560,121150,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
NEW BRITAIN TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,1,60000,36000,75750,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,2,68550,41150,86550,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,3,77100,46300,97350,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,4,85650,51400,108150,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,5,92550,55550,116850,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,6,99400,59650,125500,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,7,106250,63750,134150,2023
NEW CANAAN TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,8,113100,67850,142800,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,1,48050,28850,66700,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,2,54900,32950,76200,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,3,61750,37050,85750,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,4,68600,41150,95250,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,5,74100,44450,102900,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,6,79600,47750,110500,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,7,85100,51050,118150,2023
NEW FAIRFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,8,90600,54350,125750,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
NEW HARTFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,1,40150,24100,64250,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,2,45900,27550,73400,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,3,51650,31000,82600,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,4,57350,34400,91750,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,5,61950,37200,99100,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,6,66550,40280,106450,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,7,71150,45420,113800,2023
NEW HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,8,75750,50560,121150,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
NEW LONDON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
NEW MILFORD TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
NEWINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,1,48050,28850,66700,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,2,54900,32950,76200,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,3,61750,37050,85750,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,4,68600,41150,95250,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,5,74100,44450,102900,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,6,79600,47750,110500,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,7,85100,51050,118150,2023
NEWTOWN TOWN (FAIRFIELD),"DANBURY, CT",148800,8,90600,54350,125750,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
NORFOLK TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,1,40150,24100,64250,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,2,45900,27550,73400,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,3,51650,31000,82600,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,4,57350,34400,91750,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,5,61950,37200,99100,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,6,66550,40280,106450,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,7,71150,45420,113800,2023
NORTH BRANFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,8,75750,50560,121150,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
NORTH CANAAN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,1,40150,24100,64250,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,2,45900,27550,73400,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,3,51650,31000,82600,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,4,57350,34400,91750,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,5,61950,37200,99100,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,6,66550,40280,106450,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,7,71150,45420,113800,2023
NORTH HAVEN TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,8,75750,50560,121150,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
NORTH STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,1,60000,36000,75750,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,2,68550,41150,86550,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,3,77100,46300,97350,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,4,85650,51400,108150,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,5,92550,55550,116850,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,6,99400,59650,125500,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,7,106250,63750,134150,2023
NORWALK TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,8,113100,67850,142800,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
NORWICH TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
OLD LYME TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,1,46300,27800,66300,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,2,52900,31750,75750,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,3,59500,35700,85200,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,4,66100,39650,94650,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,5,71400,42850,102250,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,6,76700,46000,109800,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,7,82000,49200,117400,2023
OLD SAYBROOK TOWN (MIDDLESEX),"SOUTHERN MIDDLESEX COUNTY, CT",145300,8,87300,52350,124950,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,1,40150,24100,64250,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,2,45900,27550,73400,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,3,51650,31000,82600,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,4,57350,34400,91750,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,5,61950,37200,99100,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,6,66550,40280,106450,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,7,71150,45420,113800,2023
ORANGE TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,8,75750,50560,121150,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,1,42150,25300,66300,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,2,48150,28900,75750,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,3,54150,32500,85200,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,4,60150,36100,94650,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,5,65000,39000,102250,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,6,69800,41900,109800,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,7,74600,45420,117400,2023
OXFORD TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,8,79400,50560,124950,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,1,40150,24100,64250,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,2,45900,27550,73400,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,3,51650,31000,82600,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,4,57350,34400,91750,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,5,61950,37200,99100,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,6,66550,40280,106450,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,7,71150,45420,113800,2023
PLAINFIELD TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,8,75750,50560,121150,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
PLAINVILLE TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
PLYMOUTH TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,1,40150,24100,64250,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,2,45900,27550,73400,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,3,51650,31000,82600,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,4,57350,34400,91750,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,5,61950,37200,99100,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,6,66550,40280,106450,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,7,71150,45420,113800,2023
POMFRET TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,8,75750,50560,121150,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
PORTLAND TOWN (MIDDLESEX),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
PRESTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,1,40150,24100,64250,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,2,45900,27550,73400,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,3,51650,31000,82600,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,4,57350,34400,91750,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,5,61950,37200,99100,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,6,66550,40280,106450,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,7,71150,45420,113800,2023
PROSPECT TOWN (NEW HAVEN),"WATERBURY, CT",101100,8,75750,50560,121150,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,1,40150,24100,64250,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,2,45900,27550,73400,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,3,51650,31000,82600,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,4,57350,34400,91750,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,5,61950,37200,99100,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,6,66550,40280,106450,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,7,71150,45420,113800,2023
PUTNAM TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,8,75750,50560,121150,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,1,48050,28850,66700,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,2,54900,32950,76200,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,3,61750,37050,85750,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,4,68600,41150,95250,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,5,74100,44450,102900,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,6,79600,47750,110500,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,7,85100,51050,118150,2023
REDDING TOWN (FAIRFIELD),"DANBURY, CT",148800,8,90600,54350,125750,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,1,48050,28850,66700,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,2,54900,32950,76200,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,3,61750,37050,85750,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,4,68600,41150,95250,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,5,74100,44450,102900,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,6,79600,47750,110500,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,7,85100,51050,118150,2023
RIDGEFIELD TOWN (FAIRFIELD),"DANBURY, CT",148800,8,90600,54350,125750,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
